;clarity;color;colorINT;ClarityINT;carat;depth;table;price;x;y;z;cutINT;cut;Colors;ColorsNum;Clarities;ClaritiesNum
11083;SI1;I;6;7;1.15;62.3;57;4925;6.74;6.67;4.18;4;Ideal;;;;
11084;SI1;F;3;7;1;62.6;59;4925;6.25;06.3;3.93;0;Fair;;;;
11085;VVS2;F;3;4;0.81;62.2;53.9;4926;5.97;06.1;3.72;4;Ideal;;;;
11086;SI2;E;2;8;1.21;65.6;59;4926;6.62;6.56;4.32;0;Fair;;;;
11087;VVS2;E;2;4;0.72;61.7;55;4927;5.76;5.78;3.56;4;Ideal;;;;
11088;VS2;J;7;6;01.2;62.3;57;4927;6.82;6.75;4.23;4;Ideal;;;;
11089;SI2;G;4;8;1.15;62.3;56;4927;6.75;6.67;4.18;4;Ideal;;;;
11090;SI1;D;1;7;1;63.8;53;4928;6.35;06.4;04.7;1;Good;;;;
11091;SI1;E;2;7;01.1;56.9;61;4928;6.65;06.6;3.77;1;Good;;;;
11092;SI1;D;1;7;1;62.5;55;4928;6.43;6.38;4;4;Ideal;;;;
11093;SI2;G;4;8;01.3;62.3;59;4928;6.44;6.46;04.2;4;Ideal;;;;
11094;SI1;G;4;7;01.3;61.9;56;4928;6.46;06.5;04.1;4;Ideal;;;;
11095;VVS2;G;4;4;1;65.5;54;4928;06.3;6.22;04.1;0;Fair;;;;
11096;SI2;F;3;8;01.1;62;59;4928;6.62;06.6;04.1;3;Premium;;;;
11097;SI2;D;1;8;1;59.9;59;4928;6.48;6.44;3.87;3;Premium;;;;
11098;SI2;I;6;8;1.21;60;58;4929;6.89;6.97;4.16;2;Very Good;;;;
11099;VS2;H;5;6;1;60.7;60;4930;6.55;6.49;3.96;3;Premium;;;;
11100;SI2;J;7;8;1.27;61.2;55.7;4931;6.95;6.99;4.27;4;Ideal;;;;
11101;VS2;F;3;6;0.82;61.3;56;4931;06.2;06.5;03.7;4;Ideal;;;;
11102;VS1;G;4;5;0.9;61.8;56;4931;6.19;6.24;3.84;4;Ideal;;;;
11103;VS1;J;7;5;1.19;63.6;54;4931;6.78;6.74;04.3;1;Good;;;;
11104;SI1;H;5;7;01.2;62.8;58;4932;6.37;6.43;04.2;2;Very Good;;;;
11105;SI1;H;5;7;01.2;62.2;58;4932;6.42;6.48;04.1;2;Very Good;;;;
11106;SI2;H;5;8;1.13;62.1;55;4932;6.65;6.68;4.14;4;Ideal;;;;
11107;SI2;D;1;8;01.5;60.2;57;4932;6.58;6.65;3.98;4;Ideal;;;;
11108;SI1;H;5;7;01.3;61.9;58;4932;6.49;6.43;4;3;Premium;;;;
11109;SI1;H;5;7;01.3;63.3;57;4932;6.41;6.39;04.5;2;Very Good;;;;
11110;SI1;H;5;7;01.3;62.2;60;4932;6.43;06.4;3.99;3;Premium;;;;
11111;SI1;I;6;7;01.8;62.2;57;4933;6.57;6.54;04.8;2;Very Good;;;;
11112;SI2;E;2;8;1.21;61;58;4933;6.93;6.88;4.21;3;Premium;;;;
11113;SI2;G;4;8;1.14;59.5;59;4935;6.79;6.85;04.6;2;Very Good;;;;
11114;SI1;H;5;7;01.2;56.9;58;4935;6.64;6.75;3.81;0;Fair;;;;
11115;SI1;E;2;7;1;62.4;59;4936;6.35;06.4;3.98;1;Good;;;;
11116;SI1;F;3;7;01.2;64.3;58;4936;6.28;6.32;04.5;1;Good;;;;
11117;SI2;E;2;8;1.13;61.4;59;4936;6.78;06.7;4.14;3;Premium;;;;
11118;SI1;I;6;7;1.13;61.4;57;4936;6.72;6.69;04.12;4;Ideal;;;;
11119;SI2;G;4;8;1.27;58.8;56;4936;7.16;07.6;4.18;4;Ideal;;;;
11120;SI1;H;5;7;01.5;63.2;56;4937;6.47;6.51;04.1;1;Good;;;;
11121;SI1;H;5;7;01.5;62.5;56;4937;6.43;6.52;04.5;4;Ideal;;;;
11122;VVS1;F;3;3;0.71;61.1;54;4937;5.78;5.84;3.55;4;Ideal;;;;
11123;SI2;I;6;8;1.24;60.7;57;4937;6.98;6.92;4.22;4;Ideal;;;;
11124;SI2;G;4;8;1.29;63.3;61;4937;6.84;06.8;4.32;2;Very Good;;;;
11125;SI1;H;5;7;01.1;62.4;58;4938;6.58;6.62;04.12;2;Very Good;;;;
11126;SI1;F;3;7;1;62.4;55;4939;6.45;6.37;4;4;Ideal;;;;
11127;SI1;F;3;7;1;60;57;4939;6.45;6.41;3.86;4;Ideal;;;;
11128;VS1;H;5;5;0.9;63;55;4939;6.18;6.13;3.88;2;Very Good;;;;
11129;I1;H;5;9;01.5;65.7;58;4939;07.7;07.2;4.63;0;Fair;;;;
11130;I1;H;5;9;01.5;66.6;54;4939;07.5;07.1;4.68;0;Fair;;;;
11131;SI2;D;1;8;01.1;61;62;4939;6.43;6.39;3.91;3;Premium;;;;
11132;SI2;E;2;8;1.26;62.4;57;4939;6.91;6.85;4.29;4;Ideal;;;;
11133;VS1;H;5;5;0.91;60.8;58;4939;6.27;6.32;3.83;4;Ideal;;;;
11134;SI1;F;3;7;1;62.8;59;4939;6.36;6.32;3.98;3;Premium;;;;
11135;SI1;F;3;7;1;59.7;60;4939;6.51;6.48;3.88;3;Premium;;;;
11136;SI1;F;3;7;1;59.3;60;4939;6.61;6.57;3.91;3;Premium;;;;
11137;SI1;J;7;7;01.4;62.9;59;4939;7.16;07.7;4.48;3;Premium;;;;
11138;SI1;I;6;7;1.15;62.5;60;4939;6.72;6.68;4.19;3;Premium;;;;
11139;SI1;F;3;7;1;63.4;61;4939;6.35;6.29;04.1;2;Very Good;;;;
11140;SI1;F;3;7;1;61.4;62;4939;6.36;6.32;3.89;3;Premium;;;;
11141;SI1;F;3;7;1;63.6;58;4939;6.31;6.27;4;1;Good;;;;
11142;SI2;E;2;8;01.5;62.3;56;4939;6.54;6.47;04.5;3;Premium;;;;
11143;SI2;D;1;8;1.15;63.5;58;4939;6.73;6.69;4.26;2;Very Good;;;;
11144;VS2;I;6;6;1.13;62.3;56;4940;6.63;6.73;4.16;4;Ideal;;;;
11145;SI1;E;2;7;0.9;61.7;57;4940;6.21;6.24;3.84;4;Ideal;;;;
11146;SI1;I;6;7;01.4;61.9;54;4941;6.51;6.57;04.5;4;Ideal;;;;
11147;SI1;F;3;7;01.3;62.2;59;4942;6.45;6.41;4;3;Premium;;;;
11148;VS2;I;6;6;01.11;60.4;58;4942;6.79;6.73;04.8;3;Premium;;;;
11149;SI2;F;3;8;01.11;61.7;55;4942;6.66;6.63;04.1;4;Ideal;;;;
11150;SI2;E;2;8;01.7;61.3;59;4943;6.58;6.64;04.5;3;Premium;;;;
11151;SI2;E;2;8;01.7;59.7;58;4943;6.66;6.68;3.98;3;Premium;;;;
11152;SI1;H;5;7;01.1;61.2;58;4943;6.42;6.49;3.95;4;Ideal;;;;
11153;SI1;H;5;7;01.1;61.8;60;4943;6.44;6.38;3.96;3;Premium;;;;
11154;VS2;H;5;6;0.97;62.9;56;4943;6.35;6.31;3.98;4;Ideal;;;;
11155;VVS1;H;5;3;0.91;62.5;59;4944;6.19;6.16;3.86;3;Premium;;;;
11156;SI1;H;5;7;1.21;63.5;58;4944;6.73;6.63;4.24;2;Very Good;;;;
11157;SI2;D;1;8;0.9;62.5;55;4946;6.16;06.2;3.86;2;Very Good;;;;
11158;SI2;D;1;8;01.2;61.4;56;4946;6.42;6.57;3.99;4;Ideal;;;;
11159;SI2;D;1;8;1.21;59.7;58;4946;07.6;6.96;4.19;3;Premium;;;;
11160;SI1;F;3;7;01.2;63.3;58;4948;6.35;6.39;04.3;1;Good;;;;
11161;SI1;D;1;7;01.2;56.9;62;4948;6.64;6.69;3.79;1;Good;;;;
11162;SI1;F;3;7;01.2;62.5;57;4948;6.35;6.41;3.99;2;Very Good;;;;
11163;SI1;I;6;7;01.4;62.9;54;4948;6.42;6.49;04.6;2;Very Good;;;;
11164;SI1;G;4;7;01.4;62.6;55;4948;6.49;6.42;04.4;3;Premium;;;;
11165;SI1;H;5;7;1.14;62.5;58;4948;6.71;6.67;4.18;3;Premium;;;;
11166;SI2;D;1;8;01.7;62.4;61;4949;6.51;6.48;04.5;3;Premium;;;;
11167;SI1;G;4;7;01.7;63.1;59;4949;6.49;6.45;04.8;2;Very Good;;;;
11168;SI1;G;4;7;01.7;60.5;62;4949;6.69;06.6;04.2;3;Premium;;;;
11169;SI2;D;1;8;01.7;62.6;61;4949;6.49;6.42;04.4;3;Premium;;;;
11170;SI1;H;5;7;01.1;61.9;57;4949;6.49;06.4;3.99;3;Premium;;;;
11171;SI2;I;6;8;1.25;61;60;4950;6.93;6.98;4.24;2;Very Good;;;;
11172;VS1;H;5;5;1;62.4;58;4950;6.43;06.4;4;3;Premium;;;;
11173;SI1;F;3;7;0.98;62.7;55;4950;6.37;6.27;3.96;4;Ideal;;;;
11174;VVS1;F;3;3;0.7;61;56;4951;5.72;5.75;03.5;4;Ideal;;;;
11175;VVS1;F;3;3;0.7;61.7;56;4951;5.68;5.73;3.52;4;Ideal;;;;
11176;SI2;F;3;8;01.12;61.5;58;4953;6.63;6.68;04.9;2;Very Good;;;;
11177;SI1;H;5;7;1;61.9;58;4953;06.3;6.37;3.92;2;Very Good;;;;
11178;SI2;I;6;8;1.26;63.7;58;4953;6.84;6.79;4.34;1;Good;;;;
11179;SI1;I;6;7;1.14;62.2;56;4953;6.65;06.7;4.15;4;Ideal;;;;
11180;SI1;E;2;7;1;61.9;62;4953;06.4;6.34;3.94;3;Premium;;;;
11181;SI1;F;3;7;01.8;62.1;58;4953;6.61;6.57;04.9;3;Premium;;;;
11182;SI2;G;4;8;1.34;60.1;61;4953;07.11;07.6;4.26;3;Premium;;;;
11183;SI2;F;3;8;01.7;61.6;56;4954;0;6.62;0;4;Ideal;;;;
11184;SI2;G;4;8;01.12;62.2;55;4955;6.68;6.64;4.14;4;Ideal;;;;
11185;SI1;H;5;7;01.7;61.1;56;4955;6.63;06.6;04.4;4;Ideal;;;;
11186;VVS1;H;5;3;01.1;60.5;57;4955;6.55;6.48;3.94;3;Premium;;;;
11187;SI2;D;1;8;1;61.5;56;4956;6.45;6.41;3.95;4;Ideal;;;;
11188;SI1;G;4;7;1;62;57;4956;6.39;6.32;3.94;4;Ideal;;;;
11189;SI1;I;6;7;1.18;60.5;59;4956;06.9;6.82;4.15;3;Premium;;;;
11190;SI2;H;5;8;1.18;61.6;57;4956;6.81;6.73;4.17;3;Premium;;;;
11191;SI2;H;5;8;1.18;58.7;60;4956;07.1;6.93;04.9;3;Premium;;;;
11192;SI1;I;6;7;1.18;61.1;59;4956;6.78;6.73;4.13;3;Premium;;;;
11193;SI1;G;4;7;1;61.6;55;4956;6.51;6.41;3.98;4;Ideal;;;;
11194;SI1;G;4;7;1;62.4;56;4956;6.41;6.34;3.98;4;Ideal;;;;
11195;SI1;G;4;7;1;62.2;57;4956;6.45;6.38;3.99;4;Ideal;;;;
11196;SI1;G;4;7;1;63;59;4956;6.44;6.32;04.2;3;Premium;;;;
11197;SI2;D;1;8;1.14;59.2;61;4957;6.82;6.84;04.4;2;Very Good;;;;
11198;VS2;H;5;6;01.2;60;58;4958;6.56;06.5;3.92;3;Premium;;;;
11199;SI1;I;6;7;01.7;62;55;4958;6.56;06.6;04.8;4;Ideal;;;;
11200;SI1;H;5;7;0.95;61.9;56;4958;6.31;6.35;3.92;4;Ideal;;;;
11201;VS2;I;6;6;1.16;62.2;58;4958;6.74;6.67;4.17;3;Premium;;;;
11202;VS2;H;5;6;01.2;61;60;4958;06.5;6.46;3.95;3;Premium;;;;
11203;VS2;I;6;6;01.9;62;56;4959;6.57;6.59;04.8;2;Very Good;;;;
11204;SI1;H;5;7;1.13;60.1;60;4959;6.73;6.77;04.6;2;Very Good;;;;
11205;SI1;H;5;7;1.13;62;57;4959;6.66;6.73;4.15;4;Ideal;;;;
11206;VS2;H;5;6;01.1;61;63;4959;6.38;6.41;03.9;2;Very Good;;;;
11207;VS2;H;5;6;01.1;61.3;59;4959;6.44;6.48;3.96;3;Premium;;;;
11208;VS2;H;5;6;01.1;61.2;59;4959;6.45;6.47;3.95;3;Premium;;;;
11209;VS2;H;5;6;01.1;63.5;61;4959;6.24;6.32;3.99;1;Good;;;;
11210;SI2;H;5;8;1.15;62.9;56;4959;06.7;6.59;4.18;3;Premium;;;;
11211;SI1;I;6;7;1.15;59.6;58;4959;6.86;6.82;04.8;3;Premium;;;;
11212;SI1;J;7;7;1.23;63.1;58;4959;06.8;6.74;4.27;4;Ideal;;;;
11213;SI2;H;5;8;1.15;62;56;4959;6.75;6.68;4.16;4;Ideal;;;;
11214;SI1;H;5;7;01.11;61.9;58;4960;6.63;6.59;04.9;3;Premium;;;;
11215;VS2;J;7;6;1.23;62.8;59;4960;6.75;6.82;4.26;2;Very Good;;;;
11216;VS1;F;3;5;0.9;62.5;58;4961;06.1;6.15;3.83;2;Very Good;;;;
11217;VS1;F;3;5;0.9;62.4;59;4961;06.1;6.15;3.82;2;Very Good;;;;
11218;VS2;F;3;6;0.93;61.7;58;4961;6.22;6.29;3.86;3;Premium;;;;
11219;VS2;F;3;6;0.93;62.1;59;4961;6.24;6.28;3.89;3;Premium;;;;
11220;SI1;F;3;7;1;59.4;60;4961;6.47;6.52;3.86;2;Very Good;;;;
11221;SI1;F;3;7;1;57.9;62;4961;6.55;6.58;03.8;1;Good;;;;
11222;VS2;I;6;6;01.1;61.8;56;4962;6.65;06.6;04.1;4;Ideal;;;;
11223;VVS2;H;5;4;0.9;63.5;55;4963;6.14;06.8;3.88;2;Very Good;;;;
11224;VS2;J;7;6;01.2;62.6;57;4963;6.72;06.8;4.23;2;Very Good;;;;
11225;VS2;I;6;6;01.11;63.6;58;4963;6.52;6.57;4.16;1;Good;;;;
11226;SI2;D;1;8;01.3;63.3;58;4963;6.38;6.42;04.5;2;Very Good;;;;
11227;VVS1;G;4;3;0.83;61.9;56;4963;06.3;06.5;3.74;4;Ideal;;;;
11228;SI1;G;4;7;01.2;63.6;58;4964;6.34;6.39;04.5;1;Good;;;;
11229;SI2;D;1;8;01.2;58.8;58;4964;6.62;6.68;3.91;2;Very Good;;;;
11230;SI2;D;1;8;01.2;62.8;55;4964;6.38;6.46;04.3;2;Very Good;;;;
11231;SI1;G;4;7;01.2;62.8;57;4964;6.35;6.38;4;2;Very Good;;;;
11232;SI2;H;5;8;01.3;62.8;59;4964;6.41;6.46;04.4;2;Very Good;;;;
11233;VS1;H;5;5;0.9;61.8;55;4964;6.21;6.14;3.82;4;Ideal;;;;
11234;VS2;I;6;6;1.13;62.4;59;4964;6.63;6.58;04.12;3;Premium;;;;
11235;SI1;H;5;7;01.8;62.8;57;4964;6.55;6.51;04.1;4;Ideal;;;;
11236;SI2;I;6;8;1.32;60.9;59;4965;07.2;7.19;4.33;2;Very Good;;;;
11237;SI1;H;5;7;01.9;61.8;57;4965;6.57;06.6;04.7;4;Ideal;;;;
11238;SI1;H;5;7;01.1;60;58;4965;06.6;6.54;3.94;3;Premium;;;;
11239;SI1;H;5;7;01.1;61.8;59;4965;6.41;6.37;3.95;3;Premium;;;;
11240;I1;G;4;9;1.55;63.6;58;4965;7.34;7.29;4.65;1;Good;;;;
11241;SI1;H;5;7;01.1;62.6;55;4965;6.44;6.38;04.1;4;Ideal;;;;
11242;SI2;G;4;8;1.26;53.2;61;4966;7.44;7.36;3.94;0;Fair;;;;
11243;SI2;E;2;8;01.1;59.1;60;4967;6.77;06.7;3.98;3;Premium;;;;
11244;SI2;E;2;8;01.1;59.1;60;4967;6.77;06.7;3.98;3;Premium;;;;
11245;VS1;I;6;5;01.1;63.7;60;4967;6.61;6.45;4.16;1;Good;;;;
11246;SI1;J;7;7;1.28;63.4;59;4967;6.89;6.84;4.35;2;Very Good;;;;
11247;SI1;E;2;7;01.5;64.2;61;4967;6.41;6.33;04.9;1;Good;;;;
11248;SI1;J;7;7;1.28;61.2;57;4967;07.2;6.96;4.28;4;Ideal;;;;
11249;SI2;F;3;8;01.2;61.6;56;4968;6.47;06.5;3.99;4;Ideal;;;;
11250;SI1;J;7;7;1.21;61.9;57;4968;6.84;6.89;4.25;4;Ideal;;;;
11251;VS2;J;7;6;1.21;61.9;58;4968;6.84;6.79;4.22;3;Premium;;;;
11252;VS2;J;7;6;1.21;59.6;57;4968;6.98;6.94;4.15;4;Ideal;;;;
11253;SI1;F;3;7;01.1;62.5;56;4969;6.38;6.42;4;4;Ideal;;;;
11254;SI1;F;3;7;01.1;62.1;57;4969;6.41;6.48;4;2;Very Good;;;;
11255;SI1;F;3;7;01.1;61.3;59;4969;6.44;6.47;3.96;2;Very Good;;;;
11256;SI1;F;3;7;01.1;62.3;59;4969;6.38;06.4;3.98;3;Premium;;;;
11257;SI1;J;7;7;1.22;58.8;61;4969;6.94;7;04.1;2;Very Good;;;;
11258;SI2;E;2;8;01.11;62.2;56;4969;6.58;6.66;04.12;4;Ideal;;;;
11259;SI2;E;2;8;01.11;61.2;57;4969;06.7;6.74;04.11;4;Ideal;;;;
11260;VS1;E;2;5;0.91;62.7;59;4969;6.19;6.15;3.87;3;Premium;;;;
11261;SI2;G;4;8;1.16;62.6;58;4969;6.72;6.66;4.19;3;Premium;;;;
11262;VS2;D;1;6;0.91;62;60;4969;6.23;6.19;3.85;3;Premium;;;;
11263;VS1;E;2;5;0.91;62.8;60;4969;06.11;06.8;3.83;3;Premium;;;;
11264;SI2;G;4;8;1.16;61.9;56;4969;6.77;6.73;4.18;4;Ideal;;;;
11265;SI2;G;4;8;1.16;62.5;58;4969;6.72;6.68;4.19;3;Premium;;;;
11266;VS1;H;5;5;01.5;63.4;57;4969;6.48;6.45;04.1;2;Very Good;;;;
11267;SI1;G;4;7;01.9;62.2;56;4970;06.6;6.55;04.9;4;Ideal;;;;
11268;SI2;D;1;8;01.2;58.9;61;4971;6.56;6.62;3.88;4;Ideal;;;;
11269;SI1;F;3;7;01.1;60.3;60;4972;6.46;6.55;3.92;2;Very Good;;;;
11270;SI2;E;2;8;01.6;62.1;56;4972;6.52;6.59;04.7;2;Very Good;;;;
11271;SI2;E;2;8;0.94;61.6;57;4972;6.29;6.31;3.88;4;Ideal;;;;
11272;SI2;D;1;8;1.14;60.3;58;4972;6.79;6.71;04.7;3;Premium;;;;
11273;VS2;E;2;6;01.1;64.8;59;4972;6.34;6.26;04.8;0;Fair;;;;
11274;SI2;H;5;8;01.11;63.2;58;4973;6.64;6.53;4.16;2;Very Good;;;;
11275;SI2;H;5;8;01.11;61.9;59;4973;06.6;6.56;04.7;3;Premium;;;;
11276;SI2;G;4;8;01.4;61.9;58;4973;6.47;6.51;04.2;4;Ideal;;;;
11277;SI2;H;5;8;01.2;62.8;61;4973;06.7;6.62;4.18;3;Premium;;;;
11278;SI1;E;2;7;01.7;60.4;57;4973;6.62;6.56;3.98;4;Ideal;;;;
11279;VS2;J;7;6;1.35;61.2;61;4974;7.13;07.8;4.35;3;Premium;;;;
11280;SI2;E;2;8;1.22;62.1;56;4974;6.89;6.83;4.26;3;Premium;;;;
11281;SI2;E;2;8;1.22;62.8;54;4974;6.78;6.75;4.25;4;Ideal;;;;
11282;SI2;E;2;8;01.3;62;59;4974;6.49;6.42;4;3;Premium;;;;
11283;SI2;E;2;8;1.22;60.5;60;4974;6.93;6.89;4.18;3;Premium;;;;
11284;SI1;G;4;7;01.5;60.3;57;4974;6.64;6.59;3.99;3;Premium;;;;
11285;VS2;I;6;6;01.5;62.4;59;4975;6.48;6.51;04.5;2;Very Good;;;;
11286;SI2;E;2;8;1;58.7;59;4975;06.5;6.58;3.84;2;Very Good;;;;
11287;SI1;H;5;7;01.5;61.8;56;4975;6.52;6.58;04.5;4;Ideal;;;;
11288;SI2;G;4;8;1.21;58.9;61;4976;6.98;6.91;04.9;3;Premium;;;;
11289;VVS1;H;5;3;0.9;62.3;59;4977;06.9;6.15;3.81;2;Very Good;;;;
11290;SI1;D;1;7;01.1;62.9;57;4977;6.34;6.37;4;1;Good;;;;
11291;SI2;F;3;8;1.29;63.4;57;4977;6.92;6.77;4.35;2;Very Good;;;;
11292;SI1;H;5;7;01.1;60.4;60;4977;6.55;6.47;3.93;3;Premium;;;;
11293;SI1;H;5;7;01.1;62.3;55;4977;6.43;6.37;3.99;4;Ideal;;;;
11294;VS2;H;5;6;1;60.7;60;4978;6.55;6.49;3.96;2;Very Good;;;;
11295;VS2;H;5;6;1;59.6;59;4978;6.47;6.54;3.88;2;Very Good;;;;
11296;SI2;H;5;8;1.27;63.1;57;4978;6.88;6.84;4.33;2;Very Good;;;;
11297;VS2;F;3;6;0.91;62.2;58;4979;6.17;6.21;3.85;3;Premium;;;;
11298;SI2;H;5;8;1.16;62.6;57;4979;6.75;6.67;04.2;3;Premium;;;;
11299;SI1;H;5;7;1.14;59.2;58;4980;6.86;06.8;04.4;3;Premium;;;;
11300;SI1;H;5;7;01.4;58.7;61;4980;6.62;6.57;3.87;3;Premium;;;;
11301;I1;H;5;9;1.54;62;60;4980;7.32;07.4;4.56;3;Premium;;;;
11302;SI1;H;5;7;01.4;62.6;59;4980;6.47;6.43;04.4;3;Premium;;;;
11303;SI1;H;5;7;01.4;59.5;58;4980;6.67;6.58;3.94;3;Premium;;;;
11304;SI1;H;5;7;01.2;62.8;56;4980;6.76;6.68;4.22;3;Premium;;;;
11305;VS2;D;1;6;0.9;63.3;59;4981;06.12;6.17;3.89;2;Very Good;;;;
11306;VVS1;F;3;3;0.71;61.1;54;4981;5.84;5.78;3.55;4;Ideal;;;;
11307;SI2;F;3;8;01.9;61.2;57;4981;6.64;06.6;04.5;4;Ideal;;;;
11308;SI2;E;2;8;01.2;62.6;54.6;4983;06.4;6.44;04.2;4;Ideal;;;;
11309;SI1;H;5;7;01.6;61;58;4984;6.57;6.61;04.2;3;Premium;;;;
11310;SI2;F;3;8;1.13;61.8;56;4984;6.69;6.73;4.15;4;Ideal;;;;
11311;SI2;E;2;8;01.1;62.2;55;4984;06.4;6.43;3.99;4;Ideal;;;;
11312;VS2;H;5;6;1;60.4;58;4984;6.51;6.46;3.92;3;Premium;;;;
11313;VS1;F;3;5;1;67;52;4984;06.12;06.8;04.9;0;Fair;;;;
11314;SI2;G;4;8;1.15;62.2;60;4985;6.69;6.66;4.15;3;Premium;;;;
11315;VS2;J;7;6;1.23;61.8;56;4986;6.87;6.81;4.23;4;Ideal;;;;
11316;VS2;J;7;6;1.23;61.8;56;4986;6.87;6.81;4.23;4;Ideal;;;;
11317;VS2;I;6;6;01.5;63.2;59;4986;6.47;6.44;04.8;2;Very Good;;;;
11318;SI1;E;2;7;01.1;63.3;58;4986;6.37;6.39;04.4;1;Good;;;;
11319;SI1;E;2;7;01.1;62.6;57;4986;6.38;6.43;04.1;2;Very Good;;;;
11320;VS2;J;7;6;1.23;62.9;59;4986;6.85;06.8;4.29;3;Premium;;;;
11321;VS2;I;6;6;01.12;62.8;57;4986;6.68;6.61;4.17;3;Premium;;;;
11322;VS2;I;6;6;01.12;62.8;55;4986;6.69;6.66;4.19;4;Ideal;;;;
11323;SI2;G;4;8;01.6;62.1;58;4987;6.49;6.53;04.4;4;Ideal;;;;
11324;SI2;F;3;8;01.5;60.3;55;4987;6.55;6.68;3.99;4;Ideal;;;;
11325;VS1;I;6;5;01.12;59.6;58;4987;6.82;6.77;04.5;3;Premium;;;;
11326;SI1;G;4;7;01.2;62.2;57;4988;6.43;6.49;04.2;4;Ideal;;;;
11327;SI2;G;4;8;1.18;60.5;60;4988;6.88;6.81;4.14;3;Premium;;;;
11328;SI2;E;2;8;01.8;61.7;57;4989;6.55;06.6;04.6;4;Ideal;;;;
11329;SI2;I;6;8;01.2;60;58;4989;6.91;6.93;4.15;3;Premium;;;;
11330;I1;E;2;9;01.5;62.4;64;4989;7.22;7.26;4.52;1;Good;;;;
11331;SI1;J;7;7;1.26;61.8;58;4989;6.88;6.91;4.26;2;Very Good;;;;
11332;SI1;F;3;7;01.1;58.5;60;4989;06.6;6.57;3.85;3;Premium;;;;
11333;SI1;F;3;7;01.1;59.1;59;4989;6.56;06.5;3.86;3;Premium;;;;
11334;VS1;G;4;5;0.83;62.1;55;4989;06.2;06.5;3.75;4;Ideal;;;;
11335;SI1;E;2;7;1;62.6;61;4989;6.29;6.32;3.95;1;Good;;;;
11336;SI1;F;3;7;01.1;63.6;58;4989;6.37;6.31;04.3;1;Good;;;;
11337;SI1;F;3;7;01.1;63.7;57;4989;06.4;6.35;04.6;1;Good;;;;
11338;SI1;F;3;7;01.1;59.5;62;4989;6.53;6.45;3.86;3;Premium;;;;
11339;SI1;F;3;7;01.1;63.3;59;4989;6.42;6.38;04.5;2;Very Good;;;;
11340;SI1;F;3;7;01.1;63.8;59;4989;6.32;6.29;04.2;1;Good;;;;
11341;SI1;F;3;7;01.1;59.7;61;4989;6.55;6.49;3.89;3;Premium;;;;
11342;SI1;F;3;7;01.1;60.5;64;4989;6.48;6.45;3.91;1;Good;;;;
11343;SI1;F;3;7;01.1;58.8;64;4989;6.58;6.51;3.85;1;Good;;;;
11344;VVS1;I;6;3;01.1;62;59;4989;6.39;6.32;3.94;3;Premium;;;;
11345;SI1;F;3;7;01.1;57.8;58;4989;6.65;06.6;3.83;1;Good;;;;
11346;SI1;F;3;7;01.1;62.5;58;4989;6.42;6.39;4;3;Premium;;;;
11347;SI1;F;3;7;01.1;63.5;59;4989;6.38;6.29;04.2;2;Very Good;;;;
11348;SI1;F;3;7;01.1;61.8;59;4989;6.41;6.34;3.94;3;Premium;;;;
11349;SI1;H;5;7;01.1;62.6;54;4989;6.38;6.34;3.98;4;Ideal;;;;
11350;SI1;J;7;7;1.21;61.6;59;4990;06.8;6.83;04.2;2;Very Good;;;;
11351;SI2;E;2;8;01.2;58.7;58;4990;6.68;6.61;03.9;3;Premium;;;;
11352;SI2;G;4;8;01.12;61.3;55;4990;6.74;06.7;04.12;4;Ideal;;;;
11353;SI2;H;5;8;1.21;61.1;60;4991;6.86;6.91;4.21;2;Very Good;;;;
11354;SI1;E;2;7;01.1;59.9;59;4991;6.49;6.46;3.88;3;Premium;;;;
11355;SI2;G;4;8;1.25;62.8;57;4991;6.86;6.78;4.28;3;Premium;;;;
11356;SI2;J;7;8;1.23;63.2;57.5;4992;6.74;6.82;4.29;1;Good;;;;
11357;SI2;D;1;8;0.99;62.5;57;4993;06.3;6.34;3.95;2;Very Good;;;;
11358;VS1;J;7;5;01.3;63.2;57;4994;6.91;6.86;4.35;2;Very Good;;;;
11359;SI1;H;5;7;01.12;62.4;56;4994;6.74;6.63;4.17;3;Premium;;;;
11360;SI1;F;3;7;01.6;62.3;56;4995;06.5;6.57;04.7;2;Very Good;;;;
11361;SI1;H;5;7;1;62;54;4995;6.43;6.47;4;2;Very Good;;;;
11362;SI1;H;5;7;1;61.8;57;4995;6.39;6.42;3.96;2;Very Good;;;;
11363;SI1;F;3;7;01.3;61.5;59;4996;6.42;6.49;3.97;2;Very Good;;;;
11364;SI1;G;4;7;01.1;62.3;58;4997;6.55;6.61;04.1;2;Very Good;;;;
11365;SI1;G;4;7;01.1;59.4;58;4997;6.72;6.79;04.1;2;Very Good;;;;
11366;SI1;G;4;7;01.1;63.4;57;4997;6.52;6.55;4.14;1;Good;;;;
11367;SI1;G;4;7;1;59.6;60;4997;6.43;6.49;3.85;2;Very Good;;;;
11368;SI1;G;4;7;1;61.9;56;4997;6.37;6.45;3.97;4;Ideal;;;;
11369;VS1;I;6;5;01.4;62.9;43;4997;6.45;6.41;04.4;4;Ideal;;;;
11370;SI2;F;3;8;1.13;56.5;62;4998;6.93;6.88;03.9;1;Good;;;;
11371;SI2;G;4;8;0.4;61.9;61;596;4.69;4.74;2.92;2;Very Good;;;;
11372;SI1;E;2;7;0.34;62.2;55;596;4.45;4.49;2.78;4;Ideal;;;;
